Model,10.0000,30.0000,60.0000,120.0000,360.0000,720.0000
KNN,0.1351,0.1473,0.1379,0.1363,0.1315,0.1192
Log-Reg,0.1907,0.1852,0.1798,0.1714,0.1597,0.1486
Bagging,0.0672,0.0813,0.0908,0.0919,0.0888,0.0857
Boosting,0.1389,0.1756,0.1776,0.1730,0.1609,0.1465
RFC,0.0643,0.0804,0.0863,0.1087,0.1018,0.0900
CPH,0.0615,0.0912,0.1063,0.1232,0.1633,0.2053
CoxNet,0.0677,0.1058,0.1266,0.1493,0.2038,0.2552
RSF,0.0518,0.0684,0.0767,0.0828,0.0895,0.0897
