Model,10.0000,30.0000,60.0000,120.0000,360.0000,720.0000
ZeroR,0.9325,0.8955,0.8765,0.8525,0.8095,0.7650
KNN,0.8045,0.7845,0.7990,0.7980,0.8140,0.8335
Log-Reg,0.6925,0.7080,0.7220,0.7405,0.7675,0.7965
Bagging,0.8980,0.8720,0.8495,0.8480,0.8580,0.8755
Boosting,0.7540,0.8425,0.8440,0.8455,0.8610,0.8765
RFC,0.9095,0.8625,0.8515,0.8315,0.8500,0.8750
CPH,0.9325,0.8895,0.8655,0.8215,0.7875,0.7475
CoxNet,0.9305,0.8705,0.8260,0.7970,0.7405,0.6140
RSF,0.9355,0.8980,0.8785,0.8665,0.8700,0.8850
